,Company,Industry,Layoff Date,Ticker_x,Ticker_y,Revenue Drop Before Layoff,Revenue Drop After Layoff
43,23andMe,Healthcare,2024-11-11,ME,ME,True,
44,BigCommerce,Retail,2024-11-08,BIGC,BIGC,False,
45,Freshworks,Support,2024-11-07,FRSH,FRSH,False,
46,Opendoor,Real Estate,2024-11-07,OPEN,OPEN,True,
47,Akamai,Security,2024-11-07,AKAM,AKAM,True,
48,iRobot,Consumer,2024-11-06,IRBT,IRBT,False,
49,Avaya,Other,2024-11-06,Not Found,Not Found,,
50,Dropbox,Other,2024-10-30,DBX,DBX,False,
51,F5,Security,2024-10-29,,,,
52,Coursera,Education,2024-10-25,,,,
53,Upwork,Other,2024-10-23,Not Found,Not Found,,
54,Meta,Consumer,2024-10-16,,,,
55,Nikola,Transportation,2024-10-11,,,,
56,PubMatic,Marketing,2024-10-07,PUBM,PUBM,False,
57,Zapata Computing,Other,2024-10-07,,,,
58,F5,Security,2024-09-24,,,,
59,Olo,Food,2024-09-23,,,,
60,Luminar,Transportation,2024-09-20,,,,
61,IBM,Hardware,2024-09-18,IBM,IBM,True,False
62,Microsoft,Other,2024-09-12,MSFT,MSFT,True,False
63,Udemy,Education,2024-09-11,Not Found,Not Found,,
64,Mobileye,Transportation,2024-09-09,MBLY,MBLY,True,False
65,Lyft,Transportation,2024-09-04,LYFT,LYFT,False,False
66,Apple,Hardware,2024-08-27,,,,
67,IBM,Hardware,2024-08-26,IBM,IBM,True,False
68,Velo3D,Manufacturing,2024-08-26,,,,
69,Redfin,Real Estate,2024-08-22,RDFN,RDFN,False,True
70,Five9,Support,2024-08-20,,,,
71,GoPro,Consumer,2024-08-19,GPRO,GPRO,True,True
72,AppLovin,Marketing,2024-08-15,APP,APP,False,False
73,Mister Spex,Retail,2024-08-15,Not Found,Not Found,,
74,Sonos,Consumer,2024-08-14,SONO,SONO,True,False
75,Grail,Healthcare,2024-08-13,,,,
76,Cisco,Infrastructure,2024-08-09,CSCO,CSCO,True,False
77,Fastly,Infrastructure,2024-08-08,FSLY,FSLY,True,False
78,Eventbrite,Consumer,2024-08-07,Not Found,Not Found,,
79,LegalZoom,Legal,2024-08-07,LZ,LZ,False,True
80,Teradata,Data,2024-08-06,TDC,TDC,True,True
81,Infineon,Manufacturing,2024-08-05,IFX,IFX,,
82,Dell,Hardware,2024-08-05,Not Found,Not Found,,
83,Intel,Hardware,2024-08-01,INTC,INTC,True,False
84,Avaya,Other,2024-08-01,Not Found,Not Found,,
85,Delivery Hero,Food,2024-07-31,DHER,DHER,,
86,Match Group,Consumer,2024-07-31,MTCH,MTCH,,
87,NerdWallet,Finance,2024-07-30,Not Found,Not Found,,
88,SolarEdge,Energy,2024-07-15,SEDG,SEDG,True,True
89,Salesforce,Sales,2024-07-15,CRM,CRM,True,False
90,Spotify,Media,2024-07-15,Not Found,Not Found,,
91,Intuit,Finance,2024-07-10,INTU,INTU,False,False
92,UIPath,Other,2024-07-09,PATH,PATH,True,False
93,OpenText,Data,2024-07-03,TSX,TSX,,
94,Microsoft,Other,2024-07-03,MSFT,MSFT,True,False
95,Cint,Data,2024-07-01,,,,
96,Planet,Aerospace,2024-06-26,,,,
97,eBay,Retail,2024-06-26,EBAY,EBAY,True,False
98,Perion,Marketing,2024-06-25,,,,
99,Ginkgo Bioworks,Healthcare,2024-06-24,DNA,DNA,True,True
100,Ginkgo Bioworks,Healthcare,2024-06-20,DNA,DNA,True,True
101,Wex,Finance,2024-06-18,,,,
102,PayPal,Finance,2024-06-18,PYPL,PYPL,True,True
103,Fisker,Transportation,2024-06-18,,,,
104,Chegg,Education,2024-06-17,Not Found,Not Found,,
105,Satellogic,Aerospace,2024-06-14,SATL,SATL,,
106,Medtronic,Healthcare,2024-06-13,MDT,MDT,False,True
107,Pagaya,Finance,2024-06-05,,,,
108,Yext,Marketing,2024-06-05,Not Found,Not Found,,
109,Microsoft,Other,2024-06-03,MSFT,MSFT,True,False
110,Google,Consumer,2024-05-31,GOOG,GOOG,True,False
111,Fisker,Transportation,2024-05-29,,,,
112,Funding Circle,Finance,2024-05-29,FCH,FCH,,
113,Lucid Motors,Transportation,2024-05-24,LCID,LCID,,
114,Satellogic,Aerospace,2024-05-24,SATL,SATL,,
115,Cue Health,Healthcare,2024-05-22,,,,
116,Rivian,Transportation,2024-05-10,RIVN,RIVN,,
117,Google,Consumer,2024-05-10,GOOG,GOOG,True,False
118,Vacasa,Travel,2024-05-09,VCSA,VCSA,True,True
119,Kinaxis,Other,2024-05-08,TSX,TSX,,
120,Enovix,Energy,2024-05-06,,,,
121,Cue Health,Healthcare,2024-05-03,,,,
122,Rivian,Transportation,2024-05-03,RIVN,RIVN,,
123,Luminar,Transportation,2024-05-03,,,,
124,Sprinklr,Support,2024-05-03,Not Found,Not Found,,
125,Bakkt,Crypto,2024-05-03,BKKT,BKKT,False,True
126,Peloton,Fitness,2024-05-02,,,,
127,Google,Consumer,2024-05-01,GOOG,GOOG,True,False
128,Tesla,Transportation,2024-04-30,,,,
129,Akili Interactive,Healthcare,2024-04-30,,,,
130,Google,Consumer,2024-04-30,GOOG,GOOG,True,False
131,Fisker,Transportation,2024-04-29,,,,
132,Expedia,Travel,2024-04-24,,,,
133,Google,Consumer,2024-04-17,GOOG,GOOG,True,False
134,Rivian,Transportation,2024-04-17,RIVN,RIVN,,
135,Take-Two,Consumer,2024-04-16,TTWO,TTWO,False,False
136,Tesla,Transportation,2024-04-15,,,,
137,Criteo,Marketing,2024-04-12,CRTO,CRTO,True,True
138,Intel,Hardware,2024-04-09,INTC,INTC,True,False
139,Apple,Hardware,2024-04-04,,,,
140,Lightspeed Commerce,Retail,2024-04-03,TSX,TSX,,
141,Amazon,Retail,2024-04-03,,,,
142,GoPro,Consumer,2024-03-26,GPRO,GPRO,False,False
143,Dell,Hardware,2024-03-25,Not Found,Not Found,,
144,Singular Genomics,Healthcare,2024-03-19,,,,
145,Ancestry,Consumer,2024-03-14,,,,
146,IBM,Hardware,2024-03-12,IBM,IBM,True,True
147,Meta,Consumer,2024-03-06,,,,
148,Edgio,Infrastructure,2024-03-04,Not Found,Not Found,,
149,Fisker,Transportation,2024-02-29,,,,
150,Electronic Arts,Consumer,2024-02-28,EA,EA,True,True
151,Vacasa,Travel,2024-02-28,VCSA,VCSA,True,False
152,Bumble,Consumer,2024-02-27,BMBL,BMBL,True,False
153,PropertyGuru,Real Estate,2024-02-27,,,,
154,Apple,Transportation,2024-02-27,,,,
155,Expedia,Travel,2024-02-26,,,,
156,Affirm,Finance,2024-02-21,,,,
157,BuzzFeed,Media,2024-02-21,BZFD,BZFD,,
158,Rivian,Transportation,2024-02-21,RIVN,RIVN,,
159,Aptiv,Transportation,2024-02-20,APTV,APTV,True,True
160,Toast,Food,2024-02-15,,,,
161,Sonder,Travel,2024-02-15,,,,
162,Storytel,Consumer,2024-02-15,Not Found,Not Found,,
163,Cisco,Infrastructure,2024-02-14,CSCO,CSCO,True,False
164,Instacart,Food,2024-02-13,CART,CART,False,False
165,Impinj,Other,2024-02-13,PI,PI,True,True
166,Riskified,Retail,2024-02-13,RSKD,RSKD,True,False
167,SiriusXM,Media,2024-02-12,SIRI,SIRI,False,True
168,Pure Storage,Data,2024-02-08,PSTG,PSTG,False,False
169,Otovo,Energy,2024-02-08,,,,
170,Getaround,Transportation,2024-02-08,GETR,GETR,,
171,Tenable,Security,2024-02-07,,,,
172,DocuSign,Sales,2024-02-06,DOCU,DOCU,False,False
173,Amazon,Retail,2024-02-06,,,,
174,Snap,Consumer,2024-02-05,,,,
175,Cue Health,Healthcare,2024-02-02,,,,
176,Okta,Security,2024-02-01,,,,
177,Zoom,Other,2024-02-01,,,,
178,Illumina,Healthcare,2024-02-01,,,,
179,Innoviz,Transportation,2024-01-31,Not Found,Not Found,,
180,Zuora,Finance,2024-01-31,Not Found,Not Found,,
181,PayPal,Finance,2024-01-30,PYPL,PYPL,False,True
182,Block,Finance,2024-01-30,,,,
183,Procore,Construction,2024-01-30,PCOR,PCOR,False,False
184,iRobot,Consumer,2024-01-29,IRBT,IRBT,True,False
185,Salesforce,Sales,2024-01-26,CRM,CRM,False,True
186,Microsoft,Other,2024-01-25,MSFT,MSFT,False,False
187,Jamf,Other,2024-01-25,JAMF,JAMF,False,False
188,Storytel,Media,2024-01-24,Not Found,Not Found,,
189,Aurora,Transportation,2024-01-24,,,,
190,Desktop Metal,Other,2024-01-24,DM,DM,True,True
191,HubSpot,Marketing,2024-01-24,HUBS,HUBS,False,False
192,SAP,Other,2024-01-23,SAP,SAP,False,False
193,eBay,Retail,2024-01-23,EBAY,EBAY,True,False
194,Vroom,Transportation,2024-01-23,,,,
195,2U,Education,2024-01-22,,,,
196,Google,Consumer,2024-01-22,GOOG,GOOG,False,False
197,SolarEdge,Energy,2024-01-21,SEDG,SEDG,True,True
198,Wayfair,Retail,2024-01-19,W,W,True,True
199,Amazon,Retail,2024-01-18,,,,
200,Stitch Fix,Retail,2024-01-18,SFIX,SFIX,True,True
201,Google,Consumer,2024-01-16,GOOG,GOOG,False,False
202,New Work SE,Consumer,2024-01-11,Not Found,Not Found,,
203,Playtika,Consumer,2024-01-11,PLTK,PLTK,True,True
204,Cloudflare,Security,2024-01-11,NET,NET,False,False
205,888,Consumer,2024-01-11,,,,
206,Google,Consumer,2024-01-10,GOOG,GOOG,False,False
207,IAC,Consumer,2024-01-10,,,,
208,Amazon,Retail,2024-01-10,,,,
209,SoFi,Finance,2024-01-10,SOFI,SOFI,False,True
210,Nevro,Healthcare,2024-01-09,Not Found,Not Found,,
211,Rent the Runway,Retail,2024-01-09,Not Found,Not Found,,
212,EVBox,Energy,2024-01-09,Not Found,Not Found,,
213,Unity,Other,2024-01-08,,,,
214,NuScale Power,Energy,2024-01-08,SMR,SMR,True,True
215,MeridianLink,Finance,2024-01-08,,,,
216,NanoString Technologies,Healthcare,2024-01-06,NSTGQ,NSTGQ,,
217,Cue Health,Healthcare,2024-01-05,,,,
218,Xerox,Hardware,2024-01-03,XRX,XRX,True,True
219,Ocado,Food,2023-12-31,OCDO,OCDO,,
220,Intel,Hardware,2023-12-21,INTC,INTC,False,True
221,Kaspien,Retail,2023-12-19,KSPN,KSPN,True,
222,Enphase Energy,Energy,2023-12-18,ENPH,ENPH,True,True
223,Arm Holdings,Hardware,2023-12-18,ARM,ARM,False,False
224,Delivery Hero,Food,2023-12-18,DHER,DHER,,
225,eBay,Retail,2023-12-17,EBAY,EBAY,True,True
226,Invitae,Healthcare,2023-12-13,NVTAQ,NVTAQ,False,
227,Etsy,Retail,2023-12-13,ETSY,ETSY,True,True
228,Analog Devices,Manufacturing,2023-12-13,ADI,ADI,True,True
229,TomTom,Transportation,2023-12-12,TOM2,TOM2,,
230,SmileDirectClub,Healthcare,2023-12-09,SDCCQ,SDCCQ,,
231,Rivian,Transportation,2023-12-07,RIVN,RIVN,,
232,Bill.com,Finance,2023-12-05,BILL,BILL,False,False
233,Spotify,Media,2023-12-04,Not Found,Not Found,,
234,TuSimple,Transportation,2023-12-04,TSPH,TSPH,,
235,Twilio,Other,2023-12-04,Not Found,Not Found,,
236,Domo,Data,2023-11-30,,,,
237,Unity,Other,2023-11-28,,,,
238,Presto,Food,2023-11-20,,,,
239,Amazon,Retail,2023-11-17,,,,
240,Sonos,Consumer,2023-11-16,SONO,SONO,True,True
241,Singular Genomics,Healthcare,2023-11-15,,,,
242,Chewy,Retail,2023-11-14,,,,
243,Sarcos,Aerospace,2023-11-14,Not Found,Not Found,,
244,Markforged,Manufacturing,2023-11-14,MKFG,MKFG,True,True
245,Amazon,Retail,2023-11-13,,,,
246,TripAdvisor,Travel,2023-11-12,Not Found,Not Found,,
247,Snap,Consumer,2023-11-08,,,,
248,Amazon,Retail,2023-11-08,,,,
249,BigCommerce,Retail,2023-11-08,BIGC,BIGC,False,True
250,Google,Consumer,2023-11-08,GOOG,GOOG,False,True
251,Oportun,Finance,2023-11-07,,,,
252,Zillow,Real Estate,2023-11-07,Z,Z,,
253,Nextdoor,Consumer,2023-11-07,KIND,KIND,True,True
254,F5,Security,2023-11-03,,,,
255,NIO,Transportation,2023-11-03,,,,
256,Viasat,Other,2023-11-02,,,,
257,Beyond Meat,Food,2023-11-02,BYND,BYND,True,False
258,Sportradar,Data,2023-11-02,SRAD,SRAD,True,False
259,Informatica,Data,2023-11-01,INFA,INFA,False,True
260,Splunk,Data,2023-11-01,Not Found,Not Found,,
261,Hippo Insurance,Finance,2023-10-26,HIPO,HIPO,False,False
262, F-Secure ,Security,2023-10-25,FSECURE,,,
263,LegalZoom,Legal,2023-10-19,LZ,LZ,True,False
264,Google,Consumer,2023-10-18,GOOG,GOOG,False,True
265,Expedia,Travel,2023-10-17,,,,
266,Qualcomm,Hardware,2023-10-12,QCOM,QCOM,,
267,Lending Club,Finance,2023-10-12,LC,LC,True,False
268,MariaDB,Data,2023-10-12,,,,
269,Stitch Fix,Retail,2023-10-09,SFIX,SFIX,True,True
270,Juniper Networks,Hardware,2023-10-06,JNPR,JNPR,True,True
271,Shift,Transportation,2023-10-06,,,,
272,Enovix,Energy,2023-10-05,,,,
273,Arrival,Transportation,2023-10-05,,,,
274,Bird,Transportation,2023-10-04,,,,
275,Block,Finance,2023-10-04,,,,
276,Meta,Consumer,2023-10-04,,,,
277,IronNet,Security,2023-10-02,,,,
278,Sono Motors,Transportation,2023-10-02,SEV,SEV,,
279,2U,Education,2023-09-28,,,,
280,Snap,Consumer,2023-09-27,,,,
281,Roblox,Consumer,2023-09-22,,,,
282,Robinhood,Finance,2023-09-21,,,,
283,Cisco,Infrastructure,2023-09-17,CSCO,CSCO,False,True
284,Sage Therapeutics copy,Healthcare,2023-09-15,,,,
285,Google,Consumer,2023-09-13,GOOG,GOOG,True,True
286,Akili Labs,Healthcare,2023-09-13,,,,
287,Roku,Media,2023-09-06,,,,
288,iSpecimen,Healthcare,2023-09-06,,,,
289,Absci,Healthcare,2023-09-05,Not Found,Not Found,,
290,Pegasystems,HR,2023-08-31,PEGA,PEGA,True,True
291,Expedia,Travel,2023-08-31,,,,
292,Zebra Technologies,Manufacturing,2023-08-28,ZBRA,ZBRA,True,False
293,SenseTime,AI,2023-08-28,Not Found,Not Found,,
294,Fortinet,Security,2023-08-25,FTNT,FTNT,True,True
295,BlackLine,Finance,2023-08-23,BL,BL,True,False
296,Tempo Automation,Other,2023-08-22,TMPO,TMPO,,
297,Illumina,Healthcare,2023-08-17,,,,
298,AppFolio,Real Estate,2023-08-17,APPF,APPF,False,False
299,Intel,Hardware,2023-08-17,INTC,INTC,True,True
300,SecureWorks,Security,2023-08-14,,,,
301,Shutterfly,Manufacturing,2023-08-10,Not Found,Not Found,,
302,NCC Group,Security,2023-08-10,NCC,NCC,,
303,Blend,Finance,2023-08-09,,,,
304,Babylon Health,Healthcare,2023-08-09,BBLN,BBLN,,
305,Bukalapak,Retail,2023-08-09,BUKA,BUKA,,
306,Thoughtworks,Other,2023-08-08,Not Found,Not Found,,
307,Rapid7,Security,2023-08-08,,,,
308,Doximity,Healthcare,2023-08-08,DOCS,DOCS,True,True
309,23andMe,Healthcare,2023-08-08,ME,ME,True,True
310,Dell,Hardware,2023-08-07,Not Found,Not Found,,
311,Astra,Aerospace,2023-08-04,,,,
312,Salesforce,Sales,2023-08-02,CRM,CRM,True,True
313,TripAdvisor,Travel,2023-08-02,Not Found,Not Found,,
314,Planet,Aerospace,2023-08-01,,,,
315,Kape Technologies,Security,2023-07-30,,,,
316,Kape,Security,2023-07-28,,,,
317,Homology,Healthcare,2023-07-28,,,,
318,Wish,Retail,2023-07-27,,,,
319,Kleos Space,Aerospace,2023-07-26,,,,
320,AppHarvest,Food,2023-07-24,APPHQ,APPHQ,,
321,Phunware,Other,2023-07-20,PHUN,PHUN,,
322,Inspirato,Travel,2023-07-19,,,,
323,Blue Apron,Food,2023-07-19,Not Found,Not Found,,
324,Microsoft,Other,2023-07-18,MSFT,MSFT,False,True
325,Sarcos,Aerospace,2023-07-17,Not Found,Not Found,,
326,IBM,Hardware,2023-07-17,IBM,IBM,True,True
327,Amazon,Retail,2023-07-13,,,,
328,AudioCodes,Other,2023-07-13,AUDC,AUDC,True,True
329,Tempo Automation,Other,2023-07-13,TMPO,TMPO,,
330,Peloton,Fitness,2023-07-13,,,,
331,Bark,Retail,2023-07-13,,,,
332,Stitch Fix,Retail,2023-07-12,SFIX,SFIX,True,True
333,DeepVerge,Healthcare,2023-07-12,,,,
334,Freightos,Logistics,2023-07-12,Not Found,Not Found,,
335,Expedia,Travel,2023-07-12,,,,
336,Matterport,Data,2023-07-11,Not Found,Not Found,,
337,Everquote,Finance,2023-07-11,EVER,EVER,True,False
338,Butterfly Network copy,Healthcare,2023-07-11,,,,
339,Shift,Transportation,2023-07-11,,,,
340,Latch,Security,2023-07-10,,,,
341,Amdocs,Support,2023-07-06,DOX,DOX,False,False
342,Vista Group,Data,2023-07-05,ASX,ASX,True,True
343,Zip,Finance,2023-07-02,,,,
344,Selina,Travel,2023-06-27,,,,
345,New Relic,Infrastructure,2023-06-27,Not Found,Not Found,,
346,Lordstown Motors,Transportation,2023-06-27,NRDE,NRDE,,
347,Payoneer,Finance,2023-06-26,PAYO,PAYO,False,False
348,Robinhood,Finance,2023-06-26,,,,
349,Uber,Transportation,2023-06-21,UBER,UBER,False,False
350,Illumina,Healthcare,2023-06-21,,,,
351,Grab,Transportation,2023-06-20,,,,
352,Nikola,Transportation,2023-06-16,,,,
353,Qualcomm,Hardware,2023-06-16,QCOM,QCOM,,
354,Sonos,Consumer,2023-06-14,SONO,SONO,True,True
355,TrueCar,Transportation,2023-06-14,TRUE,TRUE,True,False
356,Olo,Food,2023-06-14,,,,
357,Western Digital,Hardware,2023-06-13,WDC,WDC,True,False
358,Zalando,Retail,2023-06-13,ZAL,ZAL,,
359,Chegg,Education,2023-06-12,Not Found,Not Found,,
360,23andMe,Healthcare,2023-06-09,ME,ME,True,True
361,Freshworks,Support,2023-06-08,FRSH,FRSH,False,False
362,Nubank,Finance,2023-06-07,NU,NU,False,False
363,HashiCorp,Infrastructure,2023-06-07,Not Found,Not Found,,
364,Coherent,Manufacturing,2023-06-06,,,,
365,Edgio,Infrastructure,2023-06-06,Not Found,Not Found,,
366,Unity,Other,2023-06-06,,,,
367,Spotify,Media,2023-06-05,Not Found,Not Found,,
368,ZoomInfo,Sales,2023-06-02,ZI,ZI,True,False
369,Outbrain,Marketing,2023-06-01,OB,OB,True,False
370,SentinelOne,Security,2023-06-01,S,S,False,False
371,ZipRecruiter,Recruiting,2023-05-31,Not Found,Not Found,,
372,DHI Group,Recruiting,2023-05-26,,,,
373,Western Digital,Hardware,2023-05-24,WDC,WDC,True,False
374,Qualcomm,Hardware,2023-05-23,QCOM,QCOM,,
375,AppFolio,Real Estate,2023-05-22,APPF,APPF,True,False
376,TuSimple,Transportation,2023-05-18,TSPH,TSPH,,
377,Lemonade,Finance,2023-05-16,,,,
378,Telenav,Transportation,2023-05-12,Not Found,Not Found,,
379,CS Disco,Legal,2023-05-11,,,,
380,Microsoft,Other,2023-05-10,MSFT,MSFT,False,False
381,Redbubble,Retail,2023-05-10,Not Found,Not Found,,
382,Similarweb,Other,2023-05-10,Not Found,Not Found,,
383,Akamai,Security,2023-05-09,AKAM,AKAM,True,False
384,AudioCodes,Other,2023-05-09,AUDC,AUDC,True,False
385,Marqeta,Finance,2023-05-09,Not Found,Not Found,,
386,Twist Bioscience,Healthcare,2023-05-05,TWST,TWST,True,False
